scores,lat1,lat2,lon1,lon2
110.74003101146398,34.704,34.712,135.48,135.488
111.65728392180398,34.704,34.712,135.488,135.496
112.52479476686004,34.704,34.712,135.496,135.504
113.85219888566853,34.704,34.712,135.504,135.512
114.82931642766984,34.704,34.712,135.512,135.52
113.66216824111561,34.704,34.712,135.52,135.528
111.00124596729336,34.704,34.712,135.528,135.536
110.30028313542869,34.704,34.712,135.536,135.544
107.73722638105654,34.704,34.712,135.544,135.552
104.48345431453258,34.704,34.712,135.552,135.56
103.71831299414241,34.704,34.712,135.56,135.568
102.29683565933644,34.704,34.712,135.568,135.576
101.82131820754603,34.704,34.712,135.576,135.584
101.45996254681648,34.704,34.712,135.584,135.592
101.08586479504497,34.704,34.712,135.592,135.6
100.49021845891482,34.704,34.712,135.6,135.608
99.73770970832595,34.704,34.712,135.608,135.616
98.71664921588813,34.704,34.712,135.616,135.624
