longitude,latitude,sequential_number,district,address,street_address,lot_size,indication_use,building_structure,shape_category,width_ratio,depth_ratio,floor_above_ground,floor_underground,front_road_classification,direction_front_road,front_road_width,side_road_classification,directional_classification_side_road,proximity_traffic_facilities,current_status_land_surrounding_area,station_name,station_distance,purpose_classification,fire_prevention_category,urban_planning_classification,high_altitude_district,forestry_classification,park_classification,building_land_ratio,floor_area_ratio,percentage_change_previous_year,seireki,price
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2018,22000
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2017,22000
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2016,22000
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2015,21800
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2014,21000
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2013,19100
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2012,17500
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2011,16400
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2010,17000
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2009,17800
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2008,18600
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2007,19300
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2006,20200
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2005,21100
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2004,22000
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2003,22400
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2002,22900
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2001,23600
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,2000,24700
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1999,25000
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1998,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1997,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1996,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1995,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1994,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1993,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1992,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1991,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1990,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1989,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1988,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1987,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1986,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1985,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1984,0
141.4310239,38.4346969,4,女川,宮城県　牡鹿郡女川町旭が丘２丁目１０番２,_,246,_,W,_,12,10,2,0,町道,東,60,_,_,_,一般住宅が建ち並ぶ丘陵地の住宅地域,浦宿,1200,1低専,_,市街化,0,_,_,60,80,-0.9,1983,0
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2022,14000
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2021,14200
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2020,14400
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2019,14600
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2018,14800
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2017,14800
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2016,14800
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2015,14800
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2014,14700
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2013,14400
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2012,14300
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2011,0
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2010,0
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2009,0
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2008,0
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2007,0
141.4215469,38.4376811,3,女川,宮城県　牡鹿郡女川町浦宿浜字浦宿２４番３,_,195,_,W,_,10,12,2,0,町道,南東,40,_,_,_,一般住宅が多い国道背後の既成住宅地域,浦宿,200,2住居,_,市街化,0,_,_,60,200,-1.4,2006,0
